"LabCode","SamplingLocation"
"----","H-27, No.3, H-57, No.2, H-18, No.7, H-44, No.6　3ｃ2ｂ, H-21, No.5, H-52, No.4, H-57, No.1, 炭窯１　埋土層, 第3調査区3地点　Ⅳb層　C14-3, 第1調査区5地点泥層中部　C14-5, 第1調査区5地点泥層最下部　C14-6, 第3調査区7地点　Ⅳb層　C14-4, 第3調査区1地点　Ⅲc層最上部付近に倒木していた丸太材　C14-2, 第3調査区1地点　Ⅲc層底部　C14-1, 炭窯２　埋土層, 燃焼室内炭層　14C-4, 灰原SW　14C-5, 焚口畦炭層　14C-6, 燃焼室内炭層　14C-3, 焚口畦炭層　14C-2, SK2120, 燃焼室内炭層　14C-1"
"09R0912","試料A　Aトレンチ7区純貝層,重量約10g"
"09R0913","試料B　Aトレンチ7区純貝層,重量約10g"
"09R0914","試料C　Aトレンチ7区純貝層,重量約3g"
"NUTA-5376","第6鉄塔地区　Ⅵa層"
"NUTA-5448","第6鉄塔地区　Ⅵb層"
"NUTA-6415","試料名:№2　G-11"
"NUTA-6416","試料名:№3　G-11"
"NUTA-6490","試料名:№4　G-11"
"NUTA-6492","試料名:№5　C-11"
"NUTA-6589","第1植物遺体層"
"NUTA-6590","第1植物遺体層"
"NUTA-902","深掘地点"
"NUTA-903","深掘地点"
"NUTA2-10030","円形の井戸枠の南側部分の板材"
"NUTA2-10031","埋没樹林登録番号41B"
"NUTA2-10032","埋没樹林登録番号46B"
"NUTA2-10033","埋没樹林登録番号46B"
"NUTA2-10035","泥炭中"
"NUTA2-10095","外郭出入り口施設"
"NUTA2-10129","外郭出入り口施設"
"NUTA2-10315","外郭出入り口施設"
"NUTA2-10316","外郭出入り口施設"
"NUTA2-10396","SB017　柱穴の礎板  SK096"
"NUTA2-10397","SB017　柱穴の礎板 　SK0479"
"NUTA2-10398","SB017　柱穴の礎板 SK0480"
"NUTA2-10399","SB017　柱穴の礎板　SK0166"
"NUTA2-10401","SB017　柱穴の礎板"
"NUTA2-10402","SB017　柱穴の礎板　SK0305"
"NUTA2-10403","SB017　柱穴の礎板"
"NUTA2-10404","SB017　柱穴の礎板　SK0306"
"NUTA2-10405","SB017　柱穴の礎板　SK0307"
"NUTA2-10406","SK420"
"NUTA2-10411","青灰色シルト堆積物"
"NUTA2-10452","1号谷　X132Y60下層　漆弓"
"NUTA2-10556","外郭出入り口施設"
"NUTA2-10557","外郭出入り口施設"
"NUTA2-10603","礎板③　10年輪"
"NUTA2-10604","礎板③　30年輪"
"NUTA2-10605","礎板③　40年輪"
"NUTA2-10606","礎板③　70年輪"
"NUTA2-10607","礎板③　80年輪"
"NUTA2-10608","礎板③　50年輪"
"NUTA2-10611","礎板③　100年輪"
"NUTA2-10612","礎板③　20年輪"
"NUTA2-10613","礎板③　60年輪"
"NUTA2-10614","礎板③　90年輪"
"NUTA2-10615","礎板③　110年輪"
"NUTA2-10684","SK420"
"NUTA2-11321","外郭出入り口施設"
"NUTA2-11322","井戸枠の可能性を持つ板材"
"NUTA2-11384","近世包含層　馬鍬の歯"
"NUTA2-11385","近世包含層　馬鍬の歯"
"NUTA2-11386","近世包含層　轡"
"NUTA2-11387","近世包含層　鉤状鉄製品"
"NUTA2-11388","近世包含層　馬鍬の歯"
"NUTA2-11389","C7号墳　鏨"
"NUTA2-11392","B13号墳　斧"
"NUTA2-11415","埋没樹林登録番号57B"
"NUTA2-11424","埋没樹林登録番号43B"
"NUTA2-11425","埋没樹林登録番号47B"
"NUTA2-11690","埋没樹林登録番号66B"
"NUTA2-11691","埋没樹林登録番号70B"
"NUTA2-11692","埋没樹林登録番号50B"
"NUTA2-11729","内郭東辺堀跡"
"NUTA2-11730","内郭東辺堀跡"
"NUTA2-12268","第24次ブナラシ地区1992年3区N15グリッド,PN15-28"
"NUTA2-12290","不明"
"NUTA2-12291","不明"
"NUTA2-12318","資料番号:NKI-13-3"
"NUTA2-12319","資料番号:NKI-13-4"
"NUTA2-12337","木柱1　4-1年輪"
"NUTA2-12338","木柱1　14年輪"
"NUTA2-12339","木柱1　28年輪"
"NUTA2-12340","木柱1　46年輪"
"NUTA2-12341","木柱1　58年輪"
"NUTA2-12342","木柱1　63年輪"
"NUTA2-12345","木柱1　76年輪"
"NUTA2-12346","木柱1　88年輪"
"NUTA2-12347","木柱1　94年輪"
"NUTA2-12348","木柱1　105年輪"
"NUTA2-12349","木柱2　48年輪"
"NUTA2-12350","木柱1　122年輪"
"NUTA2-12351","木柱2　3年輪"
"NUTA2-12354","木柱2　8年輪"
"NUTA2-12355","木柱2　12年輪"
"NUTA2-12356","木柱2　18年輪"
"NUTA2-12357","木柱2　22年輪"
"NUTA2-12358","木柱2　26年輪"
"NUTA2-12359","木柱2　34年輪"
"NUTA2-12361","木柱2　39年輪"
"NUTA2-12362","木柱2　44年輪"
"NUTA2-12468?","試料名:YKS-6 男性　壮年　8B区　　屈葬　土坑上部は貝層被覆　貝層との関係で前期の可能性あり　, 試料名:YKS-2　女性　7B区　　改葬　埋土に貝層含む　YKS-7､8と一連の可能性あり"
"NUTA2-12470","試料名:YKS-7　男性　壮年　7B区　改葬　埋土に貝層含む　YKS-2､8と1連の可能性あり"
"NUTA2-12471","試料名:YKS-8a,b　7B区　改葬　埋土に貝層含む　YKS--2､7と一連の可能性あり"
"NUTA2-12472","試料名:YKS-10　女性　壮年　7C区　屈葬　貝層内より出土"
"NUTA2-12810","試料番号:TCMBT-C103　SX048　木材:573　外側1,2年輪分　報告書図番号:p82,61図2"
"NUTA2-12813","試料番号:TCMBT-C104　SX075　木材:51　外側1,2年輪分　報告書図番号:p286,図243"
"NUTA2-12814","試料番号:TCMBT-C105　SX041　木材:119　外側1,2年輪分　報告書図番号:p244,図200(第1面)"
"NUTA2-12815","試料番号:TCMBT-C106　SX074　木材:48　外側1,2年輪分　報告書図番号:p232-234,図190-192"
"NUTA2-12816","試料番号:TCMBT-C107　SX077　木材:K107　外側1,2年輪分　報告書図番号:p148,図123"
"NUTA2-12817","試料番号:TCMBT-C108　SX077　木材:K151　外側1,2年輪分　報告書図番号:p148,図123"
"NUTA2-12818","試料番号:TCMBT-C109　SX077　木材:K159　外側1,2年輪分　報告書図番号:p148,図123"
"NUTA2-12821","試料番号:TCMBT-C110　SX075　木材:31　外側1,2年輪分　報告書図番号:p286,図243"
"NUTA2-12822","試料番号:TCMBT-C111　SX041　木材:396　外側1,2年輪分　報告書図番号:p250,図206(第3面)"
"NUTA2-12823","試料番号:TCMBT-C112　SX043　木材:K内側　外側1,2年輪分　報告書図番号:p165,図139"
"NUTA2-12824","試料番号:TCMBT-C113　SX046　木材:K3　外側1,2年輪分"
"NUTA2-12825","試料番号:TCMBT-C101(W5)　SX048　木材:353　外側から5年目　報告書図番号:p85,64図1"
"NUTA2-12826","試料番号:TCMBT-C101(W10)　SX048　木材:353　外側から10年目　報告書図番号:p85,64図1"
"NUTA2-12827","試料番号:TCMBT-C101(W15)　SX048　木材:353　外側から15年目　報告書図番号:p85,64図1"
"NUTA2-12830","試料番号:TCMBT-C101(W20)　SX048　木材:353　外側から20年目　報告書図番号:p85,64図1"
"NUTA2-12831","試料番号:TCMBT-C101(W25)　SX048　木材:353　外側から25年目　報告書図番号:p85,64図1"
"NUTA2-12832","試料番号:TCMBT-C101(W30)　SX048　木材:353　外側から30年目　報告書図番号:p85,64図1"
"NUTA2-12833","試料番号:TCMBT-C101(W35)　SX048　木材:353　外側から35年目　報告書図番号:p85,64図1"
"NUTA2-12834","試料番号:TCMBT-C101(W40)　SX048　木材:353　外側から40年目　報告書図番号:p85,64図1"
"NUTA2-12835","試料番号:TCMBT-C101(W45)　SX048　木材:353　外側から45年目　報告書図番号:p85,64図1"
"NUTA2-12837","試料番号:TCMBT-C101(W50)　SX048　木材:353　外側から50年目　報告書図番号:p85,64図1"
"NUTA2-12838","試料番号:TCMBT-C101(W55)　SX048　木材:353　外側から55年目　報告書図番号:p85,64図1"
"NUTA2-13027","木柱4　4年輪"
"NUTA2-13028","木柱4　12年輪"
"NUTA2-13029","木柱4　19年輪"
"NUTA2-13030","木柱4　26年輪"
"NUTA2-13031","木柱4　36年輪"
"NUTA2-13032","木柱4　40年輪"
"NUTA2-13034","木柱4　46年輪"
"NUTA2-13035","木柱4　53年輪"
"NUTA2-13036","木柱4　59年輪"
"NUTA2-13037","木柱4　67年輪"
"NUTA2-13038","木柱4　72年輪"
"NUTA2-13039","木柱4　79年輪"
"NUTA2-13040","木柱4　87年輪"
"NUTA2-13041","木柱6　4年輪"
"NUTA2-13043","木柱6　6年輪"
"NUTA2-13044","木柱6　10年輪"
"NUTA2-13045","木柱6　15年輪"
"NUTA2-13046","木柱6　18年輪"
"NUTA2-13047","木柱6　23年輪"
"NUTA2-13048","木柱6　26年輪"
"NUTA2-13049","木柱6　29年輪"
"NUTA2-13051","木柱6　33年輪"
"NUTA2-13052","木柱6　36年輪"
"NUTA2-13053","木柱6　39年輪"
"NUTA2-13054","木柱6　44年輪"
"NUTA2-13055","礎板③　50年輪"
"NUTA2-13056","木柱15　1年輪"
"NUTA2-13057","木柱15　3年輪"
"NUTA2-13058","木柱15　6年輪"
"NUTA2-13060","木柱15　14年輪"
"NUTA2-13061","木柱15　22年輪"
"NUTA2-13062","木柱15　26年輪"
"NUTA2-13063","木柱15　28年輪"
"NUTA2-13064","木柱15　32年輪"
"NUTA2-13598","灰層"
"NUTA2-13613","灰層"
"NUTA2-13614","灰層"
"NUTA2-13615","灰層"
"NUTA2-13617","灰層"
"NUTA2-13636","灰層"
"NUTA2-13669","灰層"
"NUTA2-13670","灰層"
"NUTA2-13671","灰層"
"NUTA2-14522","木柱5　1年輪"
"NUTA2-14523","木柱5　2年輪"
"NUTA2-14524","木柱5　3年輪"
"NUTA2-14525","木柱5　6年輪"
"NUTA2-14526","木柱5　10年輪"
"NUTA2-14527","木柱5　14年輪"
"NUTA2-14529","木柱5　18年輪"
"NUTA2-14530","木柱5　22年輪"
"NUTA2-14531","木柱5　26年輪"
"NUTA2-14532","木柱5　30年輪"
"NUTA2-14533","木柱5　34年輪"
"NUTA2-14534","木柱5　37年輪"
"NUTA2-14535","木柱5　38年輪"
"NUTA2-14536","木柱5　39年輪"
"NUTA2-14538","木柱7　1年輪"
"NUTA2-14539","木柱7　2年輪"
"NUTA2-14540","木柱7　4年輪"
"NUTA2-14541","木柱7　6年輪"
"NUTA2-14542","木柱7　8年輪"
"NUTA2-14543","木柱7　10年輪"
"NUTA2-14544","木柱7　12年輪"
"NUTA2-14546","木柱7　14年輪"
"NUTA2-14547","木柱7　16年輪"
"NUTA2-14548","木柱7　18年輪"
"NUTA2-14549","木柱7　20年輪"
"NUTA2-14550","木柱7　22年輪"
"NUTA2-14551","木柱7　23年輪"
"NUTA2-14555","中央区画　刀4柄頭　CTK4-4"
"NUTA2-14556","中央区画　刀4鞘口　CTK4-5"
"NUTA2-14672","中央区画　刀4　CTK4-Fe"
"NUTA2-14819","西区画　弓　NY-1"
"NUTA2-14820","西区画　矢柄　NYG-1"
"NUTA2-1485","試料番号:IZ-1-S1　表皮に接する層"
"NUTA2-1486","試料番号:IZ-1-S2　表皮に接する層､漂白"
"NUTA2-1487","試料番号:IZ-1-40　40番目の年輪層"
"NUTA2-1493","試料番号:IZ-1-80　80番目の年輪層"
"NUTA2-1495","試料番号:IZ-1-120　120番目の年輪層"
"NUTA2-1496","試料番号:IZ-1-160　160番目の年輪層"
"NUTA2-15005","縦穴住居跡SH01　弥生時代中期の土器が集中する層"
"NUTA2-15013","木柱3　4年輪"
"NUTA2-15014","木柱3　28年輪"
"NUTA2-15015","木柱3　50年輪"
"NUTA2-15016","木柱3　72年輪"
"NUTA2-15017","木柱3　94年輪"
"NUTA2-15018","木柱3　116年輪"
"NUTA2-15020","木柱12　2年輪"
"NUTA2-15021","木柱12　4年輪"
"NUTA2-15022","木柱12　7年輪"
"NUTA2-15023","木柱12　11年輪"
"NUTA2-15024","木柱12　15年輪"
"NUTA2-15025","木柱12　19年輪"
"NUTA2-15026","木柱12　23年輪"
"NUTA2-15027","木柱12　27年輪"
"NUTA2-15029","木柱12　31年輪"
"NUTA2-15030","木柱12　35年輪"
"NUTA2-15031","木柱12　39年輪"
"NUTA2-15032","木柱12　39年輪"
"NUTA2-1692","試料番号:IZ-1-20　20番目の年輪層"
"NUTA2-1696","試料番号:IZ-1-60　60番目の年輪層"
"NUTA2-1698","試料番号:IZ-1-100　100番目の年輪層"
"NUTA2-1700","試料番号:IZ-1-140　140番目の年輪層"
"NUTA2-1942","亀形石造物内　ASUKA-1"
"NUTA2-1943","亀形石造物内　ASUKA-2"
"NUTA2-1944","第2号土壙墓　板材"
"NUTA2-19544","調査区外　Ⅳ層　木柱"
"NUTA2-19545","A区　Ⅲ層　木柱"
"NUTA2-19546","A区　Ⅴ層　木柱"
"NUTA2-19547","A区　Ⅳ層　流木?"
"NUTA2-19548","B区　Ⅳ層　木柱"
"NUTA2-19549","B区　Ⅳ層　木柱"
"NUTA2-19551","B区　Ⅳ層　木柱"
"NUTA2-19552","B区　Ⅴ層　木柱"
"NUTA2-19553","B区　Ⅴ層　木柱"
"NUTA2-19554","B区　Ⅳ層　木柱"
"NUTA2-19555","B区　Ⅴ層　木柱"
"NUTA2-19556","B区　Ⅳ層　流木?"
"NUTA2-19557","A区　Ⅴ層　木柱"
"NUTA2-19560","A区　Ⅴ層　木柱"
"NUTA2-19561","Ｂ区　Ⅳ層　自然木"
"NUTA2-20474","試料名称:KGWHB-1HA"
"NUTA2-20867","試料名称:KGWHB-3AP"
"NUTA2-20961","板杭列5-5"
"NUTA2-20962","板杭列2-22"
"NUTA2-20963","板杭列2-23"
"NUTA2-20964","板杭列1-1-3"
"NUTA2-20965","板杭列1-2-8･9"
"NUTA2-20966","板杭列1-1-28"
"NUTA2-20969","板杭列2-27"
"NUTA2-20970","板杭列1-2-23"
"NUTA2-20971","板杭列2-5"
"NUTA2-20972","板杭列1-1-29"
"NUTA2-20974","Ⅲ-1区　褐有機層"
"NUTA2-20976","Ⅲ-1区　褐有機層"
"NUTA2-20977","Ⅲ-1区　褐有機層"
"NUTA2-20978","Ⅲ-2区　褐有機層　矢板列"
"NUTA2-20979","Ⅲ-2区　褐有機層　矢板列"
"NUTA2-20980","Ⅰ区　自然木"
"NUTA2-21141","Ⅰ区　19層　矢板列4"
"NUTA2-21143","SW01　板材"
"NUTA2-21144","SW01　板材"
"NUTA2-21145","SW01　板材"
"NUTA2-21146","B7グリッド(SW01〜03)　板材"
"NUTA2-21147","SW01　板材"
"NUTA2-21148","SW01　板材"
"NUTA2-21150","SW01　板材"
"NUTA2-21151","SW03(A7-e3グリッド)"
"NUTA2-21152","SW01　自然木"
"NUTA2-21153","B7-b･c5グリッド(SW01)　板材"
"NUTA2-21154","Ⅰ区　褐有機層　矢板列"
"NUTA2-21155","SW03(B7-a3グリッド)　板材"
"NUTA2-21158","Ⅰ区　19層　矢板列4"
"NUTA2-21159","Ⅰ区　19層　矢板列4"
"NUTA2-21160","Ⅰ区　19層　矢板列4"
"NUTA2-21161","SB01-SP03(B7-a3グリッド)　柱根"
"NUTA2-21162","Ⅰ区　19層　矢板列4"
"NUTA2-21163","Ⅰ区　褐有機層　矢板列"
"NUTA2-21295","6号土坑覆土1"
"NUTA2-21298","6号土坑覆土4(貝層②)"
"NUTA2-21677","B8グリッド　自然木"
"NUTA2-21678","A7グリッド　樹皮付き倒木"
"NUTA2-21679","A6･7　自然木"
"NUTA2-21680","B7グリッド　自然木"
"NUTA2-21681","A7グリッド　自然木"
"NUTA2-21754","SW01　板材"
"NUTA2-2185","第3号土壙墓　セクションベルト"
"NUTA2-2186","第2号土壙墓　板材"
"NUTA2-2215","第3号土壙墓　板材"
"NUTA2-2216","第3号土壙墓　板材"
"NUTA2-2219","第2号土壙墓　板材"
"NUTA2-2220","第2号土壙墓　板材"
"NUTA2-2221","第3号土壙墓　板材"
"NUTA2-22796","第2層　Jsi-2-B3　灰色"
"NUTA2-22799","第3層　Jsi-3-B1　暗灰色"
"NUTA2-228","8区北側　木柱1の切片（下部（樹皮を含む）から採取）"
"NUTA2-22800","第3層　Jsi-3-B3　灰色"
"NUTA2-23082","本ベルト2 12-2層"
"NUTA2-23083","貝Ⅳ"
"NUTA2-23095","本ベルト2 12-2層"
"NUTA2-2313","捨て場1　Ⅳ層"
"NUTA2-2314","捨て場3　D1層"
"NUTA2-23215","貝Ⅳ"
"NUTA2-2322","捨て場2　D6層"
"NUTA2-2324","捨て場3　D1層"
"NUTA2-2329","捨て場2　D1層"
"NUTA2-2331","捨て場2　D5層"
"NUTA2-23312","本ベルト2 12-2層"
"NUTA2-23315","アゼ内10-1層"
"NUTA2-23317","貝Ⅳ"
"NUTA2-23318","13ライン　10-1層"
"NUTA2-23326","本ベルト2 13-2層"
"NUTA2-2338","捨て場3　D1層"
"NUTA2-23651","第4層　Jsi-4-B3　暗灰色"
"NUTA2-23652","第2層　Jsi-2-B2B　暗灰色"
"NUTA2-23653","第4層　Jsi-4-B4B　暗灰色"
"NUTA2-23654","第2層　Jsi-2-B2W　白色"
"NUTA2-23655","第4層　Jsi-4-B4W　白色"
"NUTA2-2381","試料名:№2　大溝遺構"
"NUTA2-2383","試料名;№2　試料1(小)"
"NUTA2-2385","試料名:№1　土壙4"
"NUTA2-2386","試料名:№１　試料1(大)"
"NUTA2-3181","第1号土壙墓　板材"
"NUTA2-3184","第1号土壙墓　板材"
"NUTA2-3185","第1号土壙墓　板材"
"NUTA2-3186","第3号土壙墓　人骨･歯周辺"
"NUTA2-3187","第3号土壙墓　人骨･歯周辺"
"NUTA2-3231","第1号土壙墓　板材"
"NUTA2-3250","第1号土壙墓　板材"
"NUTA2-3251","第1号土壙墓　板材"
"NUTA2-3252","第1号土壙墓　板材"
"NUTA2-3522","試料番号:IZM0109-106"
"NUTA2-3523","試料番号:IZM0109-101"
"NUTA2-3524","試料番号:IZM0109-91"
"NUTA2-3527","試料番号:IZM0109-81"
"NUTA2-3528","試料番号:IZM0109-71"
"NUTA2-3529","試料番号:IZM0109-61"
"NUTA2-3530","試料番号:IZM0109-51"
"NUTA2-3531","試料番号:IZM0109-41"
"NUTA2-3532","試料番号:IZM0109-31"
"NUTA2-3533","試料番号:IZM0109-21"
"NUTA2-3536","試料番号:IZM0109-11"
"NUTA2-3545","番号:1　試料番号:#00.10.26　宇豆柱柱根の直下から採取"
"NUTA2-3546","第3号土壙墓　板材"
"NUTA2-3597","SB4 P923　2年目"
"NUTA2-3598","SB4 P923　12年目"
"NUTA2-3599","SB4 P923　21年目"
"NUTA2-3600","SB4 P923　28年目"
"NUTA2-3601","SB4 P923　38年目"
"NUTA2-3602","SB4 P923　43年目"
"NUTA2-3905","Kj-2地点　標高-0.83m"
"NUTA2-3906","Kj-2地点　標高-1.41m"
"NUTA2-3908","Kj-2地点　標高-1.74m"
"NUTA2-4319","試料番号:1　J-7　ヒト,大腿骨(左),酸可溶性コラーゲン成分(SC)"
"NUTA2-4320","試料番号:2　J-7　ヒト,大腿骨(左),ゼラチンコラーゲン成分(GC)"
"NUTA2-4331","試料番号:3　J-10　ヒト,大腿骨(右),酸可溶性コラーゲン成分(SC)"
"NUTA2-4877","製炭窯跡外の野積み木炭"
"NUTA2-4878","製炭窯跡内"
"NUTA2-4879","製炭窯跡内"
"NUTA2-4880","製炭窯跡内"
"NUTA2-4882","製炭窯跡内"
"NUTA2-5024","土坑より出土"
"NUTA2-5280","製炭窯跡内"
"NUTA2-5487","整理番号:1　TR-148 Ⅵ層上 遺物番号:№1　腕輪"
"NUTA2-5488","整理番号:2　TR-148　Ⅵ層上　 遺物番号:№2　腕輪"
"NUTA2-5489","整理番号:3　TR-150　Ⅵ層上　 遺物番号:№5　腕輪"
"NUTA2-5490","整理番号:4　TR-150　Ⅵ層　"
"NUTA2-5491","整理番号:5　pit30　 遺物番号:47　櫛　第30号土坑墓"
"NUTA2-5493","整理番号:6　pit30　 遺物番号:55　腕輪　第30号土坑墓"
"NUTA2-5725","SB5 P879　18年輪目"
"NUTA2-5726","SB5 P879　33年輪目"
"NUTA2-5728","SB5 P879　48年輪目"
"NUTA2-5729","SB5 P884　63年輪目"
"NUTA2-5730","SB5 P884　79年輪目"
"NUTA2-5731","SB5 P884　93年輪目"
"NUTA2-5732","SB5 P884　106年輪目"
"NUTA2-5774","資料番号:YK-5　第82次(2003年)調査で検出されたドングリピット(S-55区)から採取"
"NUTA2-647","不明"
"NUTA2-648","不明"
"NUTA2-6536","SC1642 21B17-1グリッド"
"NUTA2-7015","試料番号:5　97-8IT.IA　C25-24Ⅲs 赤ウルシ塗土器片のウルシ"
"NUTA2-7469","79次,SD103溝,5-b層,268"
"NUTA2-7470","22次,SK102土坑,2層,№355"
"NUTA2-7485","93次,85ピット1203E"
"NUTA2-7486","93次,86ピット1206E"
"NUTA2-7487","93次,87ピット1207E"
"NUTA2-7488","93次,88ピット1202c"
"NUTA2-7489","93次,89ピット1203w"
"NUTA2-7490","93次,90ピット1204w"
"NUTA2-7862","B13号墳　刀"
"NUTA2-8041","第7次,SD-80"
"NUTA2-8042","第7次,SD-80"
"NUTA2-8043","第7次,SD-80"
"NUTA2-8067","93次,ピット1201w,ケヤキ材"
"NUTA2-8068","93次,ピット1201w"
"NUTA2-8069","93次,ピット1201w"
"NUTA2-8070","93次,ピット1201w"
"NUTA2-8071","93次,ピット1201w"
"NUTA2-8073","93次,ピット1201w"
"NUTA2-8074","93次,ピット1201w"
"NUTA2-8075","93次,ピット1201w"
"NUTA2-8076","93次,ピット1201w"
"NUTA2-8077","93次,ピット1201w"
"NUTA2-8078","93次,ピット1201w"
"NUTA2-8079","93次,ピット1201w,底面付着のソダ"
"NUTA2-8080","93次,ピット1201w,つる"
"NUTA2-830","SK2　杭材"
"NUTA2-831","SK105　板材"
"NUTA2-835","SK3グリッド"
"NUTA2-900","8号墓　排水溝木製蓋"
"NUTA2-9008","木材,ヒノキ,450BC - 446BC"
"NUTA2-9009","木材,ヒノキ,445BC - 441BC"
"NUTA2-9010","木材,ヒノキ,440BC - 436BC"
"NUTA2-9011","木材,ヒノキ,435BC - 431BC"
"NUTA2-9012","木材,ヒノキ,430BC - 426BC"
"NUTA2-9013","木材,ヒノキ,425BC - 421BC"
"NUTA2-9014","木材,ヒノキ,420BC - 416BC"
"NUTA2-9016","木材,ヒノキ,415BC - 411BC"
"NUTA2-9017","木材,ヒノキ,410BC - 406BC"
"NUTA2-9018","木材,ヒノキ,405BC - 401BC"
"NUTA2-9019","木材,ヒノキ,400BC - 396BC"
"NUTA2-9020","木材,ヒノキ,395BC - 391BC"
"NUTA2-9021","木材,ヒノキ,390BC - 386BC"
"NUTA2-9022","木材,ヒノキ,385BC - 381BC"
"NUTA2-9023","木材,ヒノキ,380BC - 376BC"
"NUTA2-9025","木材,ヒノキ,375BC - 371BC"
"NUTA2-9026","木材,ヒノキ,370BC - 366BC"
"NUTA2-9027","木材,ヒノキ,365BC - 361BC"
"NUTA2-9028","木材,ヒノキ,360BC - 356BC"
"NUTA2-9029","木材,ヒノキ,355BC - 351BC"
"NUTA2-9030","木材,ヒノキ,350BC - 346BC"
"NUTA2-9031","木材,ヒノキ,345BC - 341BC"
"NUTA2-9033","木材,ヒノキ,340BC - 336BC"
"NUTA2-9034","木材,ヒノキ,335BC - 331BC"
"NUTA2-9035","木材,ヒノキ,330BC - 326BC"
"NUTA2-9036","木材,ヒノキ,325BC - 321BC"
"NUTA2-9037","木材,ヒノキ,320BC - 316BC"
"NUTA2-9038","木材,ヒノキ,315BC - 311BC"
"NUTA2-9039","木材,ヒノキ,310BC - 306BC"
"NUTA2-9040","木材,ヒノキ,305BC - 301BC"
"NUTA2-9042","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9043","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9044","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9045","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9046","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9047","17D17グリッド,SD1420溝,右岸2地区,SB9,972ピット"
"NUTA2-9055","木材,ヒノキ,450BC - 446BC"
"NUTA2-9056","木材,ヒノキ,445BC - 441BC"
"NUTA2-9057","木材,ヒノキ,440BC - 436BC"
"NUTA2-9058","木材,ヒノキ,435BC - 431BC"
"NUTA2-9059","木材,ヒノキ,430BC - 426BC"
"NUTA2-9060","木材,ヒノキ,425BC - 421BC"
"NUTA2-9061","木材,ヒノキ,420BC - 416BC"
"NUTA2-9063","木材,ヒノキ,415BC - 411BC"
"NUTA2-9064","木材,ヒノキ,410BC - 406BC"
"NUTA2-9065","木材,ヒノキ,405BC - 401BC"
"NUTA2-9066","木材,ヒノキ,400BC - 396BC"
"NUTA2-9067","木材,ヒノキ,395BC - 391BC"
"NUTA2-9068","木材,ヒノキ,390BC - 386BC"
"NUTA2-9069","木材,ヒノキ,385BC - 381BC"
"NUTA2-9070","木材,ヒノキ,380BC - 376BC"
"NUTA2-9072","木材,ヒノキ,375BC - 371BC"
"NUTA2-9073","木材,ヒノキ,370BC - 366BC"
"NUTA2-9074","木材,ヒノキ,365BC - 361BC"
"NUTA2-9075","木材,ヒノキ,360BC - 356BC"
"NUTA2-9076","木材,ヒノキ,355BC - 351BC"
"NUTA2-9077","木材,ヒノキ,350BC - 346BC"
"NUTA2-9078","木材,ヒノキ,345BC - 341BC"
"NUTA2-9080","木材,ヒノキ,340BC - 336BC"
"NUTA2-9081","木材,ヒノキ,335BC - 331BC"
